iter	MultiClass
220	0.8728669222
221	0.8717620841
222	0.8710501274
223	0.8702091266
224	0.8697597803
225	0.868640405
226	0.8679532923
227	0.8669508429
228	0.8659115004
229	0.8648214068
230	0.8637574733
231	0.8632187387
232	0.8625378913
233	0.861581785
234	0.8611166648
235	0.8607587297
236	0.8597455037
237	0.8592175613
238	0.8586922953
239	0.8581232486
240	0.8573888742
241	0.856557637
242	0.8559146788
243	0.8550763519
244	0.8542185731
245	0.8534095438
246	0.8523953937
247	0.8516937693
248	0.8511323371
249	0.8503242721
250	0.8496046433
251	0.8489210993
252	0.8480799361
253	0.847092088
254	0.846620348
255	0.8460106551
256	0.8455724359
257	0.844959533
258	0.8439289728
259	0.8432646957
260	0.8428467905
261	0.8419741829
262	0.8414412769
263	0.840384577
264	0.8396543854
265	0.8388552931
266	0.8385093498
267	0.8378263333
268	0.8370092587
269	0.8359486056
270	0.8351517071
271	0.8347197387
272	0.8339378789
273	0.833097292
274	0.8323536818
275	0.8314003108
276	0.8305311112
277	0.8296878276
278	0.8288699543
279	0.8282224881
280	0.8269432212
281	0.8264643872
282	0.8258348706
283	0.8249135641
284	0.8245101665
285	0.8234113006
286	0.8225275139
287	0.8216980666
288	0.8208980519
289	0.8198216547
290	0.8187721378
291	0.817986458
292	0.8173567561
293	0.8164972209
294	0.8157350709
295	0.8151864813
296	0.8141244348
297	0.8136108548
298	0.8131903748
299	0.8122513487
300	0.8114578395
301	0.8104759153
302	0.8098345569
303	0.8092775358
304	0.8086189684
305	0.8078157203
306	0.8073352434
307	0.8064992328
308	0.805874949
309	0.8048363815
310	0.804294555
311	0.8035104617
312	0.8027149318
313	0.8017696861
314	0.8012172703
315	0.8004007809
316	0.7996932365
317	0.7991486567
318	0.7983398149
319	0.7975424433
320	0.7970691172
321	0.7965283271
322	0.7962325539
323	0.7956302961
324	0.7948284988
325	0.7940450441
326	0.793494697
327	0.7929567148
328	0.792457209
329	0.7915300727
330	0.7910317709
331	0.7904360563
332	0.7900054815
333	0.7893666238
334	0.7888999901
335	0.7882870257
336	0.7875799716
337	0.7868083139
338	0.7863727333
339	0.7858351771
340	0.7851513848
341	0.7843430284
342	0.783667261
343	0.7829010042
344	0.782198366
345	0.782001645
346	0.7811743679
347	0.7804553192
348	0.7799398152
349	0.7795225224
350	0.7790722974
351	0.7787160656
352	0.7780015224
353	0.7770947996
354	0.7764144845
355	0.7758619875
356	0.7751747745
357	0.774789766
358	0.7746318826
359	0.7742320549
360	0.7733222939
361	0.7725663767
362	0.7717517556
363	0.7710115295
364	0.7704936448
365	0.7699266036
366	0.7693093091
367	0.768561184
368	0.7682168774
369	0.7673368519
370	0.7666974822
371	0.7659418086
372	0.7654078978
373	0.764623817
374	0.7641431066
375	0.7631822941
376	0.7623594565
377	0.7615560964
378	0.7609189151
379	0.7601542847
380	0.7595444524
381	0.7591358556
382	0.7588390808
383	0.7580591293
384	0.7575939418
385	0.7568317066
386	0.7562631337
387	0.7558543792
388	0.7553477948
389	0.7548206034
390	0.7539665233
391	0.7534656892
392	0.7527913888
393	0.7522277347
394	0.751736228
395	0.7512925487
396	0.75082993
397	0.750232054
398	0.7496753195
399	0.7493105873
400	0.7489107755
401	0.7482665705
402	0.7478999263
403	0.7470484611
404	0.7464707093
405	0.7457936213
406	0.7454516389
407	0.7450206966
408	0.7444978426
409	0.7439510136
410	0.7435730072
411	0.7429028536
412	0.7424253093
413	0.7419611135
414	0.741138285
415	0.7405387582
416	0.7401112329
417	0.7394058249
418	0.7390114539
419	0.7386175835
420	0.7379032711
421	0.7374532379
422	0.7368106711
423	0.7362649658
424	0.7360636248
425	0.7355282988
426	0.735090188
427	0.7344681392
428	0.7338821515
429	0.7335473561
430	0.7330258917
431	0.7323724808
432	0.7316919842
433	0.7313365491
434	0.7308350874
435	0.730277143
436	0.729802242
437	0.7292337469
438	0.7288114696
439	0.7285737101
440	0.7282350941
441	0.7275711878
442	0.7270867529
443	0.7264885912
444	0.7258368492
445	0.7254535985
446	0.7247221257
447	0.7240207243
448	0.7236925125
449	0.7229599878
450	0.7223260924
451	0.7218222129
452	0.7214535399
453	0.7208096385
454	0.7200658184
455	0.7194281853
456	0.718877559
457	0.7184354496
458	0.71802937
459	0.7173142329
460	0.716859519
461	0.7161199498
462	0.7157575105
463	0.7153358876
464	0.714426887
465	0.7138571192
466	0.713332161
467	0.7125930452
468	0.7122971058
469	0.7118961168
470	0.7115706928
471	0.7111592219
472	0.7104737834
473	0.7097725985
474	0.7092282661
475	0.7089643801
476	0.7084071336
477	0.7075406042
478	0.7071271134
479	0.7066225945
480	0.7062989528
481	0.7057698977
482	0.7055463166
483	0.7051160609
484	0.7043113227
485	0.7036419731
486	0.7032715875
487	0.7024595708
488	0.7020683261
489	0.7017183683
490	0.7010523307
491	0.7007095058
492	0.7002338561
493	0.6995482846
494	0.6985544407
495	0.6983135244
496	0.69792637
497	0.6973241512
498	0.6966174751
499	0.6961482658
500	0.6955885679
501	0.6949524288
502	0.6945018213
503	0.6939276825
504	0.6933647597
505	0.6927083279
506	0.6920896359
507	0.6915871797
508	0.6911146647
509	0.6908399257
510	0.6900685163
511	0.6898026263
512	0.6892701928
513	0.6887640354
514	0.6885396262
515	0.6878836339
516	0.6872382968
517	0.6867782403
518	0.6863647961
519	0.6860461188
520	0.6852825801
521	0.6844266715
522	0.6837337693
523	0.6835057905
524	0.6832874555
525	0.68280813
526	0.6824222279
527	0.6815982401
528	0.6812914029
529	0.6807726021
530	0.6805992164
531	0.6800484582
532	0.6797902014
533	0.6791403032
534	0.6787185499
535	0.6785320033
536	0.6782162427
537	0.6774908201
538	0.67694457
539	0.6763792046
540	0.6759184678
541	0.6755968032
542	0.6752720119
543	0.6751244562
544	0.6745355073
545	0.6743181726
546	0.6737552366
547	0.6730246281
548	0.6724175104
549	0.6719268266
550	0.6713840131
551	0.6711620774
552	0.6708070825
553	0.6702503045
554	0.6695631136
555	0.6692026783
556	0.6688019866
557	0.6684642765
558	0.6681620709
559	0.667542786
560	0.6669478291
561	0.6663226945
562	0.6658471159
563	0.6654053014
564	0.6650703226
565	0.6644464937
566	0.6639239503
567	0.6631330169
568	0.6625782151
569	0.6622688431
570	0.6617044982
571	0.6613446773
572	0.6608887157
573	0.660252485
574	0.6595548674
575	0.6590874027
576	0.6586599795
577	0.6581899803
578	0.6579206207
579	0.6577409539
580	0.6573294642
581	0.6568379029
582	0.6562765313
583	0.6558039644
584	0.6554741539
585	0.655076948
586	0.6545764061
587	0.6540278064
588	0.6536777082
589	0.6531749017
590	0.652680863
591	0.6525342819
592	0.6519053337
593	0.6513556581
594	0.6509785482
595	0.6506640634
596	0.650121606
597	0.6497877623
598	0.6495145125
599	0.6493138459
600	0.6489142045
601	0.6483349644
602	0.6478653111
603	0.6476437578
604	0.6469607455
605	0.64654141
606	0.646310812
607	0.6461167856
608	0.6457859459
609	0.6452675569
610	0.6448156818
611	0.6444548343
612	0.6442949079
613	0.6436619594
614	0.6432955026
615	0.6428172431
616	0.6424753972
617	0.6419965123
618	0.641786499
619	0.641346484
620	0.6407793567
621	0.6400143765
622	0.6399040134
623	0.6394958074
624	0.6390123913
625	0.6386203274
626	0.638385404
627	0.638025877
628	0.6374728292
629	0.6371347122
630	0.6367308723
631	0.6359691208
632	0.6352819367
633	0.6350326786
634	0.6344747632
635	0.6339666547
636	0.6337645369
637	0.6330280246
638	0.6327809984
639	0.6324148519
640	0.6319280062
641	0.6313890871
642	0.6308772079
643	0.6305743949
644	0.6300389544
645	0.6294153064
646	0.6290095043
647	0.6286037809
648	0.6283848504
649	0.6278696676
650	0.6273313059
651	0.6269571721
652	0.626633052
653	0.6259681151
654	0.6254407889
655	0.625136905
656	0.6248089184
657	0.6244571395
658	0.6242417586
659	0.623869247
660	0.6231795706
661	0.6227802957
662	0.6224997501
663	0.621925155
664	0.6216079231
665	0.6212726702
666	0.6207812635
667	0.6202357152
668	0.6199194723
669	0.6195205178
670	0.6192231756
671	0.6187529732
672	0.61819633
673	0.6179313154
674	0.6176257841
675	0.617251927
676	0.6169863009
677	0.6164943667
678	0.6163068384
679	0.6159678975
680	0.6156820769
681	0.6152594997
682	0.6147113664
683	0.6142739403
684	0.6138434182
685	0.6136174249
686	0.6131971177
687	0.6130709121
688	0.6126973528
689	0.6120964424
690	0.6115588266
691	0.6112583767
692	0.610857557
693	0.6104646613
694	0.6101626709
695	0.6097306081
696	0.6092882263
697	0.6089828216
698	0.6084743548
699	0.6082100118
700	0.6077375999
701	0.6073916494
702	0.6069252194
703	0.606762727
704	0.6063497625
705	0.6057707238
706	0.6054417176
707	0.6052720742
708	0.6049017317
709	0.6046351139
710	0.6043755864
711	0.6041041428
712	0.6037434713
713	0.6034436012
714	0.6030294752
715	0.6024601133
716	0.601993778
717	0.6017556372
718	0.6015305919
719	0.6013059264
720	0.6010926631
721	0.6007642015
722	0.6003457702
723	0.6000597615
724	0.5994933684
725	0.5991069314
726	0.598947509
727	0.5986541104
728	0.5983394575
729	0.598074017
730	0.5976673026
731	0.5974236399
732	0.5970267558
733	0.5964588293
734	0.5961110958
735	0.595660634
736	0.5951293666
737	0.594718277
738	0.5944252234
739	0.594189501
740	0.5937022693
741	0.5936126575
742	0.5933123744
743	0.5928621873
744	0.5923635187
745	0.5920798863
746	0.5914726608
747	0.5912501118
748	0.5911804842
749	0.5908160794
750	0.5904088062
751	0.5900349914
752	0.5897360167
753	0.5892872391
754	0.5888393861
755	0.5886088555
756	0.5881210495
757	0.5878261763
758	0.5876560438
759	0.5870941652
760	0.5868110642
761	0.5864645897
762	0.586201545
763	0.5859704854
764	0.5854383993
765	0.584990515
766	0.5846633895
767	0.5845391603
768	0.5844559387
769	0.584126934
770	0.5836249675
771	0.5831238143
772	0.5827333817
773	0.5823078602
774	0.5817811727
775	0.5813044631
776	0.5806694725
777	0.5803444897
778	0.579960309
779	0.5794901436
780	0.5791358175
781	0.5786495771
782	0.5784791287
783	0.5780318916
784	0.5775745982
785	0.5770713951
786	0.5767195125
787	0.5762956363
788	0.5758910255
789	0.5757060069
790	0.5755204348
791	0.5750657773
792	0.5746308596
793	0.5742452098
794	0.5740026228
795	0.5736072667
796	0.5731498221
797	0.5728060059
798	0.5725865713
799	0.5722384526
800	0.5718132888
801	0.5712803935
802	0.5708305471
803	0.5704147853
804	0.5700427072
805	0.5696727075
806	0.5692906499
807	0.5689971455
808	0.5688737853
809	0.5685490096
810	0.5683086125
811	0.5680451306
812	0.5678524635
813	0.5675692305
814	0.5671619145
815	0.566787557
816	0.566346697
817	0.5659000545
818	0.5653470452
819	0.5649879729
820	0.5646614528
821	0.564189451
822	0.563676194
823	0.563267037
824	0.5629431065
825	0.5627496186
826	0.562380334
827	0.5619164677
828	0.5616396309
829	0.5611179168
830	0.5606615408
831	0.5603419925
832	0.5598658368
833	0.5595121995
834	0.5590867045
835	0.5587454938
836	0.5585179051
837	0.558096959
838	0.5577423322
839	0.5575002248
840	0.557349174
841	0.5570550869
842	0.5565836113
843	0.5560438522
844	0.5557307925
845	0.5553003256
846	0.5550377073
847	0.5547813373
848	0.5543465934
849	0.5541754308
850	0.5538882114
851	0.5533806455
852	0.5531296406
853	0.5527968312
854	0.5524921802
855	0.551978722
856	0.5516636323
857	0.5511639373
858	0.5508352386
859	0.5505359813
860	0.5500025612
861	0.5496045925
862	0.549162812
863	0.5487340371
864	0.5483808291
865	0.5481942063
866	0.5478979467
867	0.5476396264
868	0.5472252296
869	0.5467879926
870	0.5463240836
871	0.5457911565
872	0.5452145138
873	0.5449537548
874	0.5446000766
875	0.5440961718
876	0.5438859915
877	0.5435022709
878	0.5430639231
879	0.5427005318
880	0.5422326132
881	0.5419680386
882	0.5417303056
883	0.5411861271
884	0.5407818572
885	0.5404391833
886	0.5400476723
887	0.5398287436
888	0.5395199847
889	0.5393157424
890	0.5389460685
891	0.5385990417
892	0.5383588108
893	0.538063711
894	0.5377694235
895	0.5373823758
896	0.5369980978
897	0.5365506277
898	0.5361717008
899	0.5358356543
900	0.5354627347
901	0.5352523202
902	0.5348653524
903	0.534399888
904	0.5340953942
905	0.5339185092
906	0.5334255337
907	0.5329926254
908	0.53257988
909	0.532427698
910	0.5321617128
911	0.5318328077
912	0.531547777
913	0.5311864663
914	0.5310002732
915	0.5306109124
916	0.5303746733
917	0.5299736384
918	0.5297276378
919	0.5294729929
920	0.5291768737
921	0.5290181855
922	0.5285827149
923	0.5283921735
924	0.5282446938
925	0.5279857052
926	0.5276724972
927	0.527269681
928	0.5270345216
929	0.5267665898
930	0.5265973413
931	0.5261709648
932	0.5257423743
933	0.5254082932
934	0.5252681098
935	0.5249668023
936	0.5246451567
937	0.5242361666
938	0.5238047162
939	0.5236863364
940	0.5234237461
941	0.5231203641
942	0.5227413649
943	0.5225169559
944	0.5222688557
945	0.5219796233
946	0.5216878735
947	0.5214763558
948	0.521269961
949	0.5208554678
950	0.5206122474
951	0.520314941
952	0.5200842698
953	0.519803744
954	0.5195060278
955	0.5193174151
956	0.5190694607
957	0.5188105424
958	0.5185324458
959	0.5183037623
960	0.5180226605
961	0.5177676028
962	0.5174068847
963	0.5170967535
964	0.5166860625
965	0.5163510759
966	0.5161057383
967	0.515925852
968	0.5154897591
969	0.5152701545
970	0.5150085994
971	0.5146366635
972	0.5144488444
973	0.5142726558
974	0.5141637862
975	0.5137873651
976	0.5133729231
977	0.5129865489
978	0.5127524554
979	0.5124862785
980	0.5122979135
981	0.5119316244
982	0.5115663744
983	0.5112984265
984	0.5109597842
985	0.5107042718
986	0.5104049622
987	0.509977206
988	0.5097538543
989	0.509561671
990	0.5094948807
991	0.5093597384
992	0.5091770097
993	0.5089394168
994	0.5086012351
995	0.5081978058
996	0.5078917157
997	0.5076804416
998	0.5072420445
999	0.5067873489
